Panel_markerID,BI_markerID,Chr,Pos
Chr05_006381423,Chr05_006381423,Chr05,6381423
Chr05_006541243,Chr05_006541243,Chr05,6541243
Chr05_006542623,Chr05_006542623,Chr05,6542623
Chr05_006577248,Chr05_006577248,Chr05,6577248
Chr05_006578750,Chr05_006578750,Chr05,6578750
Chr05_006869957,Chr05_006869957,Chr05,6869957
Chr05_007037632,Chr05_007037632,Chr05,7037632
Chr05_007040345,Chr05_007040345,Chr05,7040345
Chr05_007048270,Chr05_007048270,Chr05,7048270
Chr05_007440989,Chr05_007440989,Chr05,7440989
Chr05_007447115,Chr05_007447115,Chr05,7447115
Chr05_007558333,Chr05_007558333,Chr05,7558333
Chr05_007720798,Chr05_007720798,Chr05,7720798
Chr05_007820418,Chr05_007820418,Chr05,7820418
Chr05_008012763,Chr05_008012763,Chr05,8012763
Chr05_008100758,Chr05_008100758,Chr05,8100758
Chr05_008172916,Chr05_008172916,Chr05,8172916
Chr05_008293275,Chr05_008293275,Chr05,8293275
Chr05_008363319,Chr05_008363319,Chr05,8363319
Chr05_008425428,Chr05_008425428,Chr05,8425428
Chr05_008626258,Chr05_008626258,Chr05,8626258
Chr05_008690670,Chr05_008690670,Chr05,8690670
Chr05_009034647,Chr05_009034647,Chr05,9034647
Chr05_009034705,Chr05_009034705,Chr05,9034705
Chr05_009034891,Chr05_009034891,Chr05,9034891
Chr05_009106820,Chr05_009106820,Chr05,9106820
Chr05_009154883,Chr05_009154883,Chr05,9154883
Chr05_009316865,Chr05_009316865,Chr05,9316865
Chr05_009450589,Chr05_009450589,Chr05,9450589
Chr05_009450926,Chr05_009450926,Chr05,9450926
Chr05_009840917,Chr05_009840917,Chr05,9840917
Chr05_009840997,Chr05_009840997,Chr05,9840997
Chr05_009841259,Chr05_009841259,Chr05,9841259
Chr05_009841980,Chr05_009841980,Chr05,9841980
Chr05_009846419,Chr05_009846419,Chr05,9846419
Chr05_009846497,Chr05_009846497,Chr05,9846497
Chr05_010056091,Chr05_010056091,Chr05,10056091
Chr05_010207712,Chr05_010207712,Chr05,10207712
Chr05_010410091,Chr05_010410091,Chr05,10410091
Chr05_010573292,Chr05_010573292,Chr05,10573292
Chr05_010629802,Chr05_010629802,Chr05,10629802
Chr05_010638756,Chr05_010638756,Chr05,10638756
Chr05_010639243,Chr05_010639243,Chr05,10639243
Chr05_010775735,Chr05_010775735,Chr05,10775735
Chr05_010776096,Chr05_010776096,Chr05,10776096
Chr05_011111190,Chr05_011111190,Chr05,11111190
Chr05_011113786,Chr05_011113786,Chr05,11113786
Chr05_011157437,Chr05_011157437,Chr05,11157437
Chr05_011290902,Chr05_011290902,Chr05,11290902
Chr05_011372096,Chr05_011372096,Chr05,11372096
Chr05_011463021,Chr05_011463021,Chr05,11463021
Chr05_011463944,Chr05_011463944,Chr05,11463944
Chr05_011575576,Chr05_011575576,Chr05,11575576
Chr05_011719376,Chr05_011719376,Chr05,11719376
Chr05_011734102,Chr05_011734102,Chr05,11734102
Chr05_011740409,Chr05_011740409,Chr05,11740409
Chr05_011782833,Chr05_011782833,Chr05,11782833
Chr05_011783496,Chr05_011783496,Chr05,11783496
Chr05_011784324,Chr05_011784324,Chr05,11784324
Chr05_011789020,Chr05_011789020,Chr05,11789020
Chr05_011789996,Chr05_011789996,Chr05,11789996
Chr05_011790606,Chr05_011790606,Chr05,11790606
Chr05_011791019,Chr05_011791019,Chr05,11791019
Chr05_011799428,Chr05_011799428,Chr05,11799428
Chr05_011828502,Chr05_011828502,Chr05,11828502
Chr05_011829942,Chr05_011829942,Chr05,11829942
Chr05_011831255,Chr05_011831255,Chr05,11831255
Chr05_012033509,Chr05_012033509,Chr05,12033509
Chr05_012097769,Chr05_012097769,Chr05,12097769
Chr05_012102889,Chr05_012102889,Chr05,12102889
Chr05_012109716,Chr05_012109716,Chr05,12109716
Chr05_012110429,Chr05_012110429,Chr05,12110429
Chr05_012111504,Chr05_012111504,Chr05,12111504
Chr05_012117914,Chr05_012117914,Chr05,12117914
Chr05_012132608,Chr05_012132608,Chr05,12132608
Chr05_012135156,Chr05_012135156,Chr05,12135156
Chr05_012160890,Chr05_012160890,Chr05,12160890
Chr05_012162718,Chr05_012162718,Chr05,12162718
Chr05_012163747,Chr05_012163747,Chr05,12163747
Chr05_012201552,Chr05_012201552,Chr05,12201552
Chr05_012255362,Chr05_012255362,Chr05,12255362
Chr05_012320725,Chr05_012320725,Chr05,12320725
Chr05_012322374,Chr05_012322374,Chr05,12322374
Chr05_012459804,Chr05_012459804,Chr05,12459804
Chr05_012460212,Chr05_012460212,Chr05,12460212
Chr05_012615057,Chr05_012615057,Chr05,12615057
Chr05_012617474,Chr05_012617474,Chr05,12617474
Chr05_012620162,Chr05_012620162,Chr05,12620162
Chr05_012621223,Chr05_012621223,Chr05,12621223
Chr05_012661672,Chr05_012661672,Chr05,12661672
Chr05_012681977,Chr05_012681977,Chr05,12681977
Chr05_012785022,Chr05_012785022,Chr05,12785022
Chr05_012786913,Chr05_012786913,Chr05,12786913
Chr05_012827793,Chr05_012827793,Chr05,12827793
Chr05_012851148,Chr05_012851148,Chr05,12851148
Chr05_012854804,Chr05_012854804,Chr05,12854804
Chr05_012855594,Chr05_012855594,Chr05,12855594
Chr05_012856673,Chr05_012856673,Chr05,12856673
Chr05_012885694,Chr05_012885694,Chr05,12885694
Chr05_012994289,Chr05_012994289,Chr05,12994289
Chr05_013034693,Chr05_013034693,Chr05,13034693
Chr05_013045882,Chr05_013045882,Chr05,13045882
Chr05_013046808,Chr05_013046808,Chr05,13046808
Chr05_013057051,Chr05_013057051,Chr05,13057051
Chr05_013082156,Chr05_013082156,Chr05,13082156
Chr05_013082843,Chr05_013082843,Chr05,13082843
Chr05_013085549,Chr05_013085549,Chr05,13085549
Chr05_013093756,Chr05_013093756,Chr05,13093756
Chr05_013095528,Chr05_013095528,Chr05,13095528
Chr05_013163042,Chr05_013163042,Chr05,13163042
Chr05_013247818,Chr05_013247818,Chr05,13247818
Chr05_013339165,Chr05_013339165,Chr05,13339165
Chr05_013339824,Chr05_013339824,Chr05,13339824
Chr05_013568180,Chr05_013568180,Chr05,13568180
Chr05_013599304,Chr05_013599304,Chr05,13599304
Chr05_013692741,Chr05_013692741,Chr05,13692741
Chr05_013716327,Chr05_013716327,Chr05,13716327
Chr05_013716956,Chr05_013716956,Chr05,13716956
Chr05_013754203,Chr05_013754203,Chr05,13754203
Chr05_013768784,Chr05_013768784,Chr05,13768784
Chr05_013769622,Chr05_013769622,Chr05,13769622
Chr05_013840309,Chr05_013840309,Chr05,13840309
Chr05_013842327,Chr05_013842327,Chr05,13842327
Chr05_013842842,Chr05_013842842,Chr05,13842842
Chr05_013846831,Chr05_013846831,Chr05,13846831
Chr05_013847427,Chr05_013847427,Chr05,13847427
Chr05_013848364,Chr05_013848364,Chr05,13848364
Chr05_013849191,Chr05_013849191,Chr05,13849191
Chr05_013931165,Chr05_013931165,Chr05,13931165
Chr05_014009322,Chr05_014009322,Chr05,14009322
Chr05_014279140,Chr05_014279140,Chr05,14279140
Chr05_014281803,Chr05_014281803,Chr05,14281803
Chr05_014292378,Chr05_014292378,Chr05,14292378
Chr05_014304886,Chr05_014304886,Chr05,14304886
Chr05_014307514,Chr05_014307514,Chr05,14307514
Chr05_014342270,Chr05_014342270,Chr05,14342270
Chr05_014356184,Chr05_014356184,Chr05,14356184
Chr05_014358154,Chr05_014358154,Chr05,14358154
Chr05_014368795,Chr05_014368795,Chr05,14368795
Chr05_014370178,Chr05_014370178,Chr05,14370178
Chr05_014371448,Chr05_014371448,Chr05,14371448
Chr05_014372124,Chr05_014372124,Chr05,14372124
Chr05_014375916,Chr05_014375916,Chr05,14375916
Chr05_014376507,Chr05_014376507,Chr05,14376507
Chr05_014377130,Chr05_014377130,Chr05,14377130
Chr05_014427136,Chr05_014427136,Chr05,14427136
Chr05_014432443,Chr05_014432443,Chr05,14432443
Chr05_014456969,Chr05_014456969,Chr05,14456969
Chr05_014459142,Chr05_014459142,Chr05,14459142
Chr05_014477654,Chr05_014477654,Chr05,14477654
Chr05_014722399,Chr05_014722399,Chr05,14722399
Chr05_014723397,Chr05_014723397,Chr05,14723397
Chr05_014779890,Chr05_014779890,Chr05,14779890
Chr05_014801971,Chr05_014801971,Chr05,14801971
Chr05_014812798,Chr05_014812798,Chr05,14812798
Chr05_014813766,Chr05_014813766,Chr05,14813766
Chr05_014817671,Chr05_014817671,Chr05,14817671
Chr05_014846964,Chr05_014846964,Chr05,14846964
Chr05_014849204,Chr05_014849204,Chr05,14849204
Chr05_015023329,Chr05_015023329,Chr05,15023329
Chr05_015024642,Chr05_015024642,Chr05,15024642
Chr05_015063677,Chr05_015063677,Chr05,15063677
Chr05_015072464,Chr05_015072464,Chr05,15072464
Chr05_015498048,Chr05_015498048,Chr05,15498048
Chr05_015538032,Chr05_015538032,Chr05,15538032
Chr05_015609517,Chr05_015609517,Chr05,15609517
Chr05_015612436,Chr05_015612436,Chr05,15612436
Chr05_015665587,Chr05_015665587,Chr05,15665587
Chr05_015666802,Chr05_015666802,Chr05,15666802
Chr05_015751125,Chr05_015751125,Chr05,15751125
Chr05_015751495,Chr05_015751495,Chr05,15751495
Chr05_015754020,Chr05_015754020,Chr05,15754020
Chr05_015795371,Chr05_015795371,Chr05,15795371
Chr05_015810997,Chr05_015810997,Chr05,15810997
Chr05_015815037,Chr05_015815037,Chr05,15815037
Chr05_015908560,Chr05_015908560,Chr05,15908560
Chr05_015911307,Chr05_015911307,Chr05,15911307
Chr05_015912317,Chr05_015912317,Chr05,15912317
Chr05_015915757,Chr05_015915757,Chr05,15915757
Chr05_015916991,Chr05_015916991,Chr05,15916991
Chr05_015976824,Chr05_015976824,Chr05,15976824
Chr05_016120419,Chr05_016120419,Chr05,16120419
Chr05_016208760,Chr05_016208760,Chr05,16208760
Chr05_016367978,Chr05_016367978,Chr05,16367978
Chr05_016527559,Chr05_016527559,Chr05,16527559
Chr05_016655785,Chr05_016655785,Chr05,16655785
Chr05_016811014,Chr05_016811014,Chr05,16811014
Chr05_016985459,Chr05_016985459,Chr05,16985459
Chr05_017069209,Chr05_017069209,Chr05,17069209
Chr05_017269282,Chr05_017269282,Chr05,17269282
Chr05_017405330,Chr05_017405330,Chr05,17405330
Chr05_017600202,Chr05_017600202,Chr05,17600202
Chr05_017703033,Chr05_017703033,Chr05,17703033
Chr05_017882660,Chr05_017882660,Chr05,17882660
Chr05_018006466,Chr05_018006466,Chr05,18006466
Chr05_018096676,Chr05_018096676,Chr05,18096676
Chr05_018233688,Chr05_018233688,Chr05,18233688
Chr05_018251166,Chr05_018251166,Chr05,18251166
Chr05_018309511,Chr05_018309511,Chr05,18309511
Chr05_018450905,Chr05_018450905,Chr05,18450905
Chr05_018613916,Chr05_018613916,Chr05,18613916
Chr05_018767404,Chr05_018767404,Chr05,18767404
Chr05_018854777,Chr05_018854777,Chr05,18854777
Chr05_018870293,Chr05_018870293,Chr05,18870293
Chr05_018932609,Chr05_018932609,Chr05,18932609
Chr05_019066143,Chr05_019066143,Chr05,19066143
Chr05_019203446,Chr05_019203446,Chr05,19203446
Chr05_019325200,Chr05_019325200,Chr05,19325200
Chr05_019399334,Chr05_019399334,Chr05,19399334
Chr05_019498063,Chr05_019498063,Chr05,19498063
Chr05_019653807,Chr05_019653807,Chr05,19653807
Chr05_019804404,Chr05_019804404,Chr05,19804404
Chr05_019951133,Chr05_019951133,Chr05,19951133
Chr05_020104566,Chr05_020104566,Chr05,20104566
Chr05_020240128,Chr05_020240128,Chr05,20240128
Chr05_020406319,Chr05_020406319,Chr05,20406319
Chr05_020558820,Chr05_020558820,Chr05,20558820
Chr05_020702230,Chr05_020702230,Chr05,20702230
Chr05_020833756,Chr05_020833756,Chr05,20833756
Chr05_020988044,Chr05_020988044,Chr05,20988044
Chr05_021151930,Chr05_021151930,Chr05,21151930
Chr05_021298867,Chr05_021298867,Chr05,21298867
Chr05_021440924,Chr05_021440924,Chr05,21440924
Chr05_021640597,Chr05_021640597,Chr05,21640597
Chr05_021741137,Chr05_021741137,Chr05,21741137
Chr05_021872702,Chr05_021872702,Chr05,21872702
Chr05_021941015,Chr05_021941015,Chr05,21941015
Chr05_022000055,Chr05_022000055,Chr05,22000055
Chr05_022084547,Chr05_022084547,Chr05,22084547
Chr05_022176055,Chr05_022176055,Chr05,22176055
Chr05_022362125,Chr05_022362125,Chr05,22362125
Chr05_022486170,Chr05_022486170,Chr05,22486170
Chr05_022616790,Chr05_022616790,Chr05,22616790
Chr05_022789377,Chr05_022789377,Chr05,22789377
Chr05_022943634,Chr05_022943634,Chr05,22943634
Chr05_023109077,Chr05_023109077,Chr05,23109077
Chr05_023272545,Chr05_023272545,Chr05,23272545
Chr05_023385217,Chr05_023385217,Chr05,23385217
Chr05_023562721,Chr05_023562721,Chr05,23562721
Chr05_023677274,Chr05_023677274,Chr05,23677274
Chr05_023835282,Chr05_023835282,Chr05,23835282
Chr05_024019047,Chr05_024019047,Chr05,24019047
Chr05_024122234,Chr05_024122234,Chr05,24122234
Chr05_024277259,Chr05_024277259,Chr05,24277259
Chr05_024433567,Chr05_024433567,Chr05,24433567
Chr05_024507033,Chr05_024507033,Chr05,24507033
Chr05_024579981,Chr05_024579981,Chr05,24579981
Chr05_024648694,Chr05_024648694,Chr05,24648694
Chr05_024716739,Chr05_024716739,Chr05,24716739
Chr05_024890983,Chr05_024890983,Chr05,24890983
Chr05_025020571,Chr05_025020571,Chr05,25020571
Chr05_025149155,Chr05_025149155,Chr05,25149155
Chr05_025315079,Chr05_025315079,Chr05,25315079
Chr05_025470419,Chr05_025470419,Chr05,25470419
Chr05_025589960,Chr05_025589960,Chr05,25589960
Chr05_025612336,Chr05_025612336,Chr05,25612336
Chr05_025703060,Chr05_025703060,Chr05,25703060
Chr05_025844381,Chr05_025844381,Chr05,25844381
Chr06_000251958,Chr06_000251958,Chr06,251958
Chr06_000351639,Chr06_000351639,Chr06,351639
Chr06_000467590,Chr06_000467590,Chr06,467590
Chr06_000599894,Chr06_000599894,Chr06,599894
Chr06_000777957,Chr06_000777957,Chr06,777957
Chr06_000955476,Chr06_000955476,Chr06,955476
Chr06_001009372,Chr06_001009372,Chr06,1009372
Chr06_001171241,Chr06_001171241,Chr06,1171241
Chr06_001173507,Chr06_001173507,Chr06,1173507
Chr06_001252782,Chr06_001252782,Chr06,1252782
Chr06_001411807,Chr06_001411807,Chr06,1411807
Chr06_001515666,Chr06_001515666,Chr06,1515666
Chr06_001665611,Chr06_001665611,Chr06,1665611
Chr06_001681198,Chr06_001681198,Chr06,1681198
Chr06_001740103,Chr06_001740103,Chr06,1740103
Chr06_001889453,Chr06_001889453,Chr06,1889453
Chr06_002012007,Chr06_002012007,Chr06,2012007
Chr06_002137293,Chr06_002137293,Chr06,2137293
Chr06_002266251,Chr06_002266251,Chr06,2266251
Chr06_002322261,Chr06_002322261,Chr06,2322261
Chr06_002396668,Chr06_002396668,Chr06,2396668
Chr06_002483000,Chr06_002483000,Chr06,2483000
Chr06_002621175,Chr06_002621175,Chr06,2621175
Chr06_002792059,Chr06_002792059,Chr06,2792059
Chr06_002795002,Chr06_002795002,Chr06,2795002
Chr06_002796749,Chr06_002796749,Chr06,2796749
Chr06_003119758,Chr06_003119758,Chr06,3119758
Chr06_003124865,Chr06_003124865,Chr06,3124865
Chr06_003271697,Chr06_003271697,Chr06,3271697
Chr06_003349653,Chr06_003349653,Chr06,3349653
Chr06_003460061,Chr06_003460061,Chr06,3460061
Chr06_003465954,Chr06_003465954,Chr06,3465954
Chr06_003567821,Chr06_003567821,Chr06,3567821
Chr06_003583045,Chr06_003583045,Chr06,3583045
Chr06_003767613,Chr06_003767613,Chr06,3767613
Chr06_003915256,Chr06_003915256,Chr06,3915256
Chr06_004081087,Chr06_004081087,Chr06,4081087
Chr06_004249778,Chr06_004249778,Chr06,4249778
Chr06_004264418,Chr06_004264418,Chr06,4264418
Chr06_004373169,Chr06_004373169,Chr06,4373169
Chr06_004454772,Chr06_004454772,Chr06,4454772
Chr06_004529075,Chr06_004529075,Chr06,4529075
Chr06_004671158,Chr06_004671158,Chr06,4671158
Chr06_004706975,Chr06_004706975,Chr06,4706975
Chr06_004729530,Chr06_004729530,Chr06,4729530
Chr06_004730535,Chr06_004730535,Chr06,4730535
Chr06_005001301,Chr06_005001301,Chr06,5001301
Chr06_005157149,Chr06_005157149,Chr06,5157149
Chr06_005323626,Chr06_005323626,Chr06,5323626
Chr06_005463672,Chr06_005463672,Chr06,5463672
Chr06_005543179,Chr06_005543179,Chr06,5543179
Chr06_005568279,Chr06_005568279,Chr06,5568279
Chr06_005883844,Chr06_005883844,Chr06,5883844
Chr06_006700015,Chr06_006700015,Chr06,6700015
Chr06_006058968,Chr06_006058968,Chr06,6058968
Chr06_006083973,Chr06_006083973,Chr06,6083973
Chr06_006095800,Chr06_006095800,Chr06,6095800
Chr06_006128887,Chr06_006128887,Chr06,6128887
Chr06_006129202,Chr06_006129202,Chr06,6129202
Chr06_006129336,Chr06_006129336,Chr06,6129336
Chr06_006153449,Chr06_006153449,Chr06,6153449
Chr06_006235097,Chr06_006235097,Chr06,6235097
Chr06_006403709,Chr06_006403709,Chr06,6403709
Chr06_006403757,Chr06_006403757,Chr06,6403757
Chr06_006422904,Chr06_006422904,Chr06,6422904
Chr06_006610833,Chr06_006610833,Chr06,6610833
Chr06_006612326,Chr06_006612326,Chr06,6612326
Chr06_006931306,Chr06_006931306,Chr06,6931306
Chr06_006931340,Chr06_006931340,Chr06,6931340
Chr06_006956594,Chr06_006956594,Chr06,6956594
Chr06_006958797,Chr06_006958797,Chr06,6958797
Chr06_006958928,Chr06_006958928,Chr06,6958928
Chr06_006959801,Chr06_006959801,Chr06,6959801
Chr06_006964594,Chr06_006964594,Chr06,6964594
Chr06_006967249,Chr06_006967249,Chr06,6967249
Chr06_006970449,Chr06_006970449,Chr06,6970449
Chr06_007011071,Chr06_007011071,Chr06,7011071
Chr06_007105931,Chr06_007105931,Chr06,7105931
Chr06_007264546,Chr06_007264546,Chr06,7264546
Chr06_007406450,Chr06_007406450,Chr06,7406450
Chr06_007561863,Chr06_007561863,Chr06,7561863
Chr06_007689188,Chr06_007689188,Chr06,7689188
Chr06_007843378,Chr06_007843378,Chr06,7843378
Chr06_008011460,Chr06_008011460,Chr06,8011460
Chr06_008153692,Chr06_008153692,Chr06,8153692
Chr06_008239419,Chr06_008239419,Chr06,8239419
Chr06_008322501,Chr06_008322501,Chr06,8322501
Chr06_008406246,Chr06_008406246,Chr06,8406246
Chr06_008504929,Chr06_008504929,Chr06,8504929
Chr06_008596927,Chr06_008596927,Chr06,8596927
Chr06_008737440,Chr06_008737440,Chr06,8737440
Chr06_008855475,Chr06_008855475,Chr06,8855475
Chr06_008933022,Chr06_008933022,Chr06,8933022
Chr06_009029404,Chr06_009029404,Chr06,9029404
Chr06_009105787,Chr06_009105787,Chr06,9105787
Chr06_009254864,Chr06_009254864,Chr06,9254864
Chr06_009340090,Chr06_009340090,Chr06,9340090
Chr06_009487254,Chr06_009487254,Chr06,9487254
Chr06_009654519,Chr06_009654519,Chr06,9654519
Chr06_009813603,Chr06_009813603,Chr06,9813603
Chr06_009955107,Chr06_009955107,Chr06,9955107
Chr06_010071708,Chr06_010071708,Chr06,10071708
Chr06_010258375,Chr06_010258375,Chr06,10258375
Chr06_010436662,Chr06_010436662,Chr06,10436662
Chr06_010602843,Chr06_010602843,Chr06,10602843
Chr06_010610526,Chr06_010610526,Chr06,10610526
Chr06_010801998,Chr06_010801998,Chr06,10801998
Chr06_010803443,Chr06_010803443,Chr06,10803443
Chr06_010870268,Chr06_010870268,Chr06,10870268
Chr06_011004085,Chr06_011004085,Chr06,11004085
Chr06_011154403,Chr06_011154403,Chr06,11154403
Chr06_011303429,Chr06_011303429,Chr06,11303429
Chr06_011460236,Chr06_011460236,Chr06,11460236
Chr06_011540604,Chr06_011540604,Chr06,11540604
Chr06_011761752,Chr06_011761752,Chr06,11761752
Chr06_011763775,Chr06_011763775,Chr06,11763775
Chr06_012249012,Chr06_012249012,Chr06,12249012
Chr06_012326998,Chr06_012326998,Chr06,12326998
Chr06_012327256,Chr06_012327256,Chr06,12327256
Chr06_012347340,Chr06_012347340,Chr06,12347340
Chr06_012603277,Chr06_012603277,Chr06,12603277
Chr06_012604747,Chr06_012604747,Chr06,12604747
Chr06_012677230,Chr06_012677230,Chr06,12677230
Chr06_012761478,Chr06_012761478,Chr06,12761478
Chr06_012807245,Chr06_012807245,Chr06,12807245
Chr06_012824887,Chr06_012824887,Chr06,12824887
Chr06_013035212,Chr06_013035212,Chr06,13035212
Chr06_013068892,Chr06_013068892,Chr06,13068892
Chr06_013228815,Chr06_013228815,Chr06,13228815
Chr06_013310759,Chr06_013310759,Chr06,13310759
Chr06_013313877,Chr06_013313877,Chr06,13313877
Chr06_013462750,Chr06_013462750,Chr06,13462750
Chr06_013560663,Chr06_013560663,Chr06,13560663
Chr06_013725266,Chr06_013725266,Chr06,13725266
Chr06_013872545,Chr06_013872545,Chr06,13872545
Chr06_014017277,Chr06_014017277,Chr06,14017277
Chr06_014150660,Chr06_014150660,Chr06,14150660
Chr06_014321107,Chr06_014321107,Chr06,14321107
Chr06_014445696,Chr06_014445696,Chr06,14445696
Chr06_014611027,Chr06_014611027,Chr06,14611027
Chr06_014794950,Chr06_014794950,Chr06,14794950
Chr06_014894197,Chr06_014894197,Chr06,14894197
Chr06_014980403,Chr06_014980403,Chr06,14980403
Chr06_015015721,Chr06_015015721,Chr06,15015721
Chr06_015360455,Chr06_015360455,Chr06,15360455
Chr06_015505748,Chr06_015505748,Chr06,15505748
Chr06_015671331,Chr06_015671331,Chr06,15671331
Chr06_015786359,Chr06_015786359,Chr06,15786359
Chr06_015956840,Chr06_015956840,Chr06,15956840
Chr06_016114475,Chr06_016114475,Chr06,16114475
Chr06_016277217,Chr06_016277217,Chr06,16277217
Chr06_016435081,Chr06_016435081,Chr06,16435081
Chr06_016559700,Chr06_016559700,Chr06,16559700
Chr06_016690007,Chr06_016690007,Chr06,16690007
Chr06_016848768,Chr06_016848768,Chr06,16848768
Chr06_017003630,Chr06_017003630,Chr06,17003630
Chr06_017154025,Chr06_017154025,Chr06,17154025
Chr06_017276444,Chr06_017276444,Chr06,17276444
Chr06_017442272,Chr06_017442272,Chr06,17442272
Chr06_017576679,Chr06_017576679,Chr06,17576679
Chr06_017720784,Chr06_017720784,Chr06,17720784
Chr06_017910981,Chr06_017910981,Chr06,17910981
Chr06_018068351,Chr06_018068351,Chr06,18068351
Chr06_018199587,Chr06_018199587,Chr06,18199587
Chr06_018339019,Chr06_018339019,Chr06,18339019
Chr06_018497282,Chr06_018497282,Chr06,18497282
Chr06_018681224,Chr06_018681224,Chr06,18681224
Chr06_018822713,Chr06_018822713,Chr06,18822713
Chr06_018935369,Chr06_018935369,Chr06,18935369
Chr06_019079215,Chr06_019079215,Chr06,19079215
Chr06_019268642,Chr06_019268642,Chr06,19268642
Chr06_019372809,Chr06_019372809,Chr06,19372809
Chr06_019539328,Chr06_019539328,Chr06,19539328
Chr06_019695471,Chr06_019695471,Chr06,19695471
Chr06_019826849,Chr06_019826849,Chr06,19826849
Chr06_020003726,Chr06_020003726,Chr06,20003726
Chr06_020147201,Chr06_020147201,Chr06,20147201
Chr06_020294400,Chr06_020294400,Chr06,20294400
Chr06_020476165,Chr06_020476165,Chr06,20476165
Chr06_020599038,Chr06_020599038,Chr06,20599038
Chr06_020770474,Chr06_020770474,Chr06,20770474
Chr06_020884723,Chr06_020884723,Chr06,20884723
Chr06_021057783,Chr06_021057783,Chr06,21057783
Chr06_021197329,Chr06_021197329,Chr06,21197329
Chr06_021380000,Chr06_021380000,Chr06,21380000
Chr06_021496777,Chr06_021496777,Chr06,21496777
Chr06_021669995,Chr06_021669995,Chr06,21669995
Chr06_021790764,Chr06_021790764,Chr06,21790764
Chr06_021977160,Chr06_021977160,Chr06,21977160
Chr06_022077277,Chr06_022077277,Chr06,22077277
Chr06_022247855,Chr06_022247855,Chr06,22247855
Chr06_022397857,Chr06_022397857,Chr06,22397857
Chr06_022576570,Chr06_022576570,Chr06,22576570
Chr06_022704982,Chr06_022704982,Chr06,22704982
Chr06_022875246,Chr06_022875246,Chr06,22875246
Chr06_023000525,Chr06_023000525,Chr06,23000525
Chr06_023116034,Chr06_023116034,Chr06,23116034
Chr06_023313521,Chr06_023313521,Chr06,23313521
Chr06_023437591,Chr06_023437591,Chr06,23437591
Chr06_023598425,Chr06_023598425,Chr06,23598425
Chr06_023737074,Chr06_023737074,Chr06,23737074
Chr06_023887574,Chr06_023887574,Chr06,23887574
Chr06_024035578,Chr06_024035578,Chr06,24035578
Chr06_024230115,Chr06_024230115,Chr06,24230115
Chr06_024378620,Chr06_024378620,Chr06,24378620
Chr06_024468059,Chr06_024468059,Chr06,24468059
Chr06_024650430,Chr06_024650430,Chr06,24650430
Chr06_024803050,Chr06_024803050,Chr06,24803050
Chr06_024951871,Chr06_024951871,Chr06,24951871
Chr06_025108839,Chr06_025108839,Chr06,25108839
Chr06_025245729,Chr06_025245729,Chr06,25245729
Chr06_025406901,Chr06_025406901,Chr06,25406901
Chr06_025555258,Chr06_025555258,Chr06,25555258
Chr06_025745728,Chr06_025745728,Chr06,25745728
Chr06_025843252,Chr06_025843252,Chr06,25843252
Chr06_026005890,Chr06_026005890,Chr06,26005890
Chr07_000094755,Chr07_000094755,Chr07,94755
Chr07_000245423,Chr07_000245423,Chr07,245423
Chr07_000383966,Chr07_000383966,Chr07,383966
Chr07_000532294,Chr07_000532294,Chr07,532294
Chr07_000708789,Chr07_000708789,Chr07,708789
Chr07_000827914,Chr07_000827914,Chr07,827914
Chr07_000994064,Chr07_000994064,Chr07,994064
Chr07_001148339,Chr07_001148339,Chr07,1148339
Chr07_001291338,Chr07_001291338,Chr07,1291338
Chr07_001361279,Chr07_001361279,Chr07,1361279
Chr07_001544483,Chr07_001544483,Chr07,1544483
Chr07_001555233,Chr07_001555233,Chr07,1555233
Chr07_001569766,Chr07_001569766,Chr07,1569766
Chr07_001701592,Chr07_001701592,Chr07,1701592
Chr07_001886272,Chr07_001886272,Chr07,1886272
Chr07_002033387,Chr07_002033387,Chr07,2033387
Chr07_002178987,Chr07_002178987,Chr07,2178987
Chr07_002347441,Chr07_002347441,Chr07,2347441
Chr07_002509009,Chr07_002509009,Chr07,2509009
Chr07_002603742,Chr07_002603742,Chr07,2603742
Chr07_002779321,Chr07_002779321,Chr07,2779321
Chr07_002937981,Chr07_002937981,Chr07,2937981
Chr07_003059042,Chr07_003059042,Chr07,3059042
Chr07_003177221,Chr07_003177221,Chr07,3177221
Chr07_003254395,Chr07_003254395,Chr07,3254395
Chr07_003326363,Chr07_003326363,Chr07,3326363
Chr07_003410746,Chr07_003410746,Chr07,3410746
Chr07_003523621,Chr07_003523621,Chr07,3523621
Chr07_003671249,Chr07_003671249,Chr07,3671249
Chr07_003827163,Chr07_003827163,Chr07,3827163
Chr07_003956459,Chr07_003956459,Chr07,3956459
Chr07_004150514,Chr07_004150514,Chr07,4150514
Chr07_004290064,Chr07_004290064,Chr07,4290064
Chr07_004430370,Chr07_004430370,Chr07,4430370
Chr07_004546007,Chr07_004546007,Chr07,4546007
Chr07_004688847,Chr07_004688847,Chr07,4688847
Chr07_004889921,Chr07_004889921,Chr07,4889921
Chr07_005040878,Chr07_005040878,Chr07,5040878
Chr07_005147135,Chr07_005147135,Chr07,5147135
Chr07_005326757,Chr07_005326757,Chr07,5326757
Chr07_005492054,Chr07_005492054,Chr07,5492054
Chr07_005639663,Chr07_005639663,Chr07,5639663
Chr07_005765908,Chr07_005765908,Chr07,5765908
Chr07_005931393,Chr07_005931393,Chr07,5931393
